"SITECODE","BIOGEFRAPHICREG","PERCENTAGE"
"FI0404012","Boreal",
"FI0406001","Boreal",
"FI0406002","Boreal",
"FI0406003","Boreal",
"FI0406004","Boreal",
"FI0406007","Boreal",
"FI0406008","Boreal",
"FI0406009","Boreal",
"FI0407001","Boreal",
"FI0407004","Boreal",
"FI0407006","Boreal",
"FI0407008","Boreal",
"FI0407009","Boreal",
"FI0407011","Boreal",
"FI0407012","Boreal",
"FI0407013","Boreal",
"FI0408001","Boreal",
"FI0408003","Boreal",
"FI0408004","Boreal",
"FI0408005","Boreal",
"FI0408009","Boreal",
"FI0408010","Boreal",
"FI0408011","Boreal",
"FI0409001","Boreal",
"FI0409003","Boreal",
"FI0410001","Boreal",
"FI0410002","Boreal",
"FI0411002","Boreal",
"FI0411003","Boreal",
"FI0411005","Boreal",
"FI0411006","Boreal",
"FI0411008","Boreal",
"FI0411009","Boreal",
"FI0411012","Boreal",
"FI0412001","Boreal",
"FI0413003","Boreal",
"FI0413004","Boreal",
"FI0413005","Boreal",
"FI0414002","Boreal",
"FI0414004","Boreal",
"FI0414005","Boreal",
"FI0414006","Boreal",
"FI0414008","Boreal",
"FI0414009","Boreal",
"FI0414010","Boreal",
"FI0414012","Boreal",
"FI0414013","Boreal",
"FI0415001","Boreal",
"FI0415002","Boreal",
"FI0415004","Boreal",
"FI0415006","Boreal",
"FI0415007","Boreal",
"FI0416001","Boreal",
"FI0416003","Boreal",
"FI0416005","Boreal",
"FI0416006","Boreal",
"FI0416007","Boreal",
"FI0416010","Boreal",
"FI0417002","Boreal",
"FI0417004","Boreal",
"FI0417006","Boreal",
"FI0417008","Boreal",
"FI0417009","Boreal",
"FI0418001","Boreal",
"FI0418006","Boreal",
"FI0418007","Boreal",
"FI0419001","Boreal",
"FI0419003","Boreal",
"FI0419004","Boreal",
"FI0419005","Boreal",
"FI0420001","Boreal",
"FI0420002","Boreal",
"FI0420004","Boreal",
"FI0420005","Boreal",
"FI0422001","Boreal",
"FI0422003","Boreal",
"FI0422004","Boreal",
"FI0422005","Boreal",
"FI0423001","Boreal",
"FI0423003","Boreal",
"FI0423006","Boreal",
"FI0424001","Boreal",
"FI0424002","Boreal",
"FI0424003","Boreal",
"FI0424005","Boreal",
"FI0424006","Boreal",
"FI0424008","Boreal",
"FI0424010","Boreal",
"FI0424011","Boreal",
"FI0424012","Boreal",
"FI0424013","Boreal",
"FI0425001","Boreal",
"FI0425002","Boreal",
"FI0425003","Boreal",
"FI0425005","Boreal",
"FI0425006","Boreal",
"FI0425007","Boreal",
"FI0425009","Boreal",
"FI0426001","Boreal",
"FI0426003","Boreal",
"FI0426004","Boreal",
"FI0426005","Boreal",
"FI0427001","Boreal",
"FI0427002","Boreal",
"FI0427003","Boreal",
"FI0427004","Boreal",
"FI0500001","Boreal",
"FI0500002","Boreal",
"FI0500003","Boreal",
"FI0500004","Boreal",
"FI0500005","Boreal",
"FI0500006","Boreal",
"FI0500007","Boreal",
"FI0500008","Boreal",
"FI0500009","Boreal",
"FI0500010","Boreal",
"FI0500011","Boreal",
"FI0500012","Boreal",
"FI0500013","Boreal",
"FI0500014","Boreal",
"FI0500015","Boreal",
"FI0500016","Boreal",
"FI0500017","Boreal",
"FI0500018","Boreal",
"FI0500019","Boreal",
"FI0500020","Boreal",
"FI0500021","Boreal",
"FI0500022","Boreal",
"FI0500023","Boreal",
"FI0500024","Boreal",
"FI0500025","Boreal",
"FI0500026","Boreal",
"FI0500029","Boreal",
"FI0500030","Boreal",
"FI0500031","Boreal",
"FI0500033","Boreal",
"FI0500035","Boreal",
"FI0500036","Boreal",
"FI0500037","Boreal",
"FI0500038","Boreal",
"FI0500041","Boreal",
"FI0500042","Boreal",
"FI0500043","Boreal",
"FI0500044","Boreal",
"FI0500045","Boreal",
"FI0500046","Boreal",
"FI0500047","Boreal",
"FI0500048","Boreal",
"FI0500049","Boreal",
"FI0500052","Boreal",
"FI0500053","Boreal",
"FI0500056","Boreal",
"FI0500057","Boreal",
"FI0500058","Boreal",
"FI0500060","Boreal",
"FI0500062","Boreal",
"FI0500063","Boreal",
"FI0500065","Boreal",
"FI0500066","Boreal",
"FI0500068","Boreal",
"FI0500073","Boreal",
"FI0500074","Boreal",
"FI0500077","Boreal",
"FI0500081","Boreal",
"FI0500082","Boreal",
"FI0500084","Boreal",
"FI0500086","Boreal",
"FI0500087","Boreal",
"FI0500088","Boreal",
"FI0500089","Boreal",
"FI0500090","Boreal",
"FI0500092","Boreal",
"FI0500093","Boreal",
"FI0500094","Boreal",
"FI0500096","Boreal",
"FI0500097","Boreal",
"FI0500099","Boreal",
"FI0500104","Boreal",
"FI0500105","Boreal",
"FI0500106","Boreal",
"FI0500108","Boreal",
"FI0500109","Boreal",
"ROSCI0172","Steppic",100
"ROSCI0285","Alpine",100
"ROSPA0037","Alpine",44.57
"ROSPA0037","Continental",55.43
"ROSCI0387","Pannonian",100
"ROSCI0229","Alpine",100
"ROSCI0060","Steppic",100
"ROSCI0306","Continental",100
"ROSCI0200","Continental",100
"ROSCI0253","Alpine",86.25
"ROSCI0253","Continental",13.75
"ROSPA0140","Continental",100
"ROSCI0398","Steppic",100
"ROSCI0124","Alpine",99.13
"ROSCI0124","Continental",0.87
"ROSPA0071","Continental",20.52
"ROSPA0071","Steppic",79.48
"ROSCI0209","Continental",100
"ROSPA0005","Steppic",100
"ROSPA0112","Continental",93.26
"ROSPA0112","Steppic",6.74
"ROSCI0275","Continental",100
"ROSCI0390","Pannonian",100
"ROSCI0408","Continental",100
"ROSCI0116","Alpine",100
"ROSCI0353","Steppic",100
"ROSPA0061","Black Sea",35.98
"ROSPA0061","Steppic",64.02
"ROSCI0352","Alpine",1.84
"ROSCI0352","Continental",98.16
"ROSCI0268","Continental",100
"ROSCI0007","Alpine",100
"ROSCI0163","Steppic",100
"ROSPA0132","Alpine",15.87
"ROSPA0132","Continental",84.13
"ROSCI0238","Continental",100
"ROSCI0375","Continental",100
"ROSCI0198","Continental",100
"ROSCI0395","Alpine",75.31
"ROSCI0395","Continental",24.69
"ROSCI0362","Continental",100
"ROSCI0179","Continental",100
"ROSPA0012","Steppic",100
"ROSCI0264","Alpine",61.66
"ROSCI0264","Continental",38.34
"ROSCI0241","Alpine",100
"ROSCI0065","Black Sea",50.2
"ROSCI0065","Steppic",49.8
"ROSPA0011","Continental",100
"ROSPA0034","Alpine",100
"ROSCI0077","Continental",100
"ROSCI0137","Alpine",98.08
"ROSCI0137","Continental",1.92
"ROSPA0135","Continental",100
"ROSPA0075","Continental",100
"ROSCI0295","Continental",100
"ROSCI0363","Continental",100
"ROSCI0056","Continental",100
"ROSPA0115","Alpine",90.93
"ROSPA0115","Continental",9.07
"ROSCI0035","Alpine",15.99
"ROSCI0035","Continental",84.01
"ROSCI0075","Continental",100
"ROSCI0052","Alpine",100
"ROSCI0317","Continental",100
"ROSCI0266","Continental",100
"ROSCI0140","Continental",100
"ROSCI0159","Continental",100
"ROSCI0325","Continental",100
"ROSCI0350","Pannonian",100
"ROSCI0319","Steppic",100
"ROSPA0087","Alpine",82.76
"ROSPA0087","Continental",17.24
"ROSCI0068","Pannonian",100
"ROSCI0011","Continental",100
"ROSCI0045","Continental",100
"ROSCI0083","Steppic",100
"ROSCI0162","Continental",29.32
"ROSCI0162","Steppic",70.68
"ROSCI0027","Alpine",100
"ROSPA0094","Steppic",100
"ROSCI0059","Continental",100
"ROSCI0089","Alpine",100
"ROSCI0278","Steppic",100
"ROSCI0322","Continental",100
"ROSPA0044","Continental",64.68
"ROSPA0044","Steppic",35.32
"ROSPA0057","Black Sea",99.19
"ROSPA0057","Steppic",0.81
"ROSCI0014","Continental",100
"ROSPA0093","Alpine",98.08
"ROSPA0093","Continental",1.92
"ROSCI0015","Alpine",97.23
"ROSCI0015","Continental",2.77
"ROSCI0151","Steppic",100
"ROSCI0324","Alpine",100
"ROSCI0343","Steppic",100
"ROSPA0116","Continental",100
"ROSCI0326","Continental",100
"ROSCI0281","Marine Black Sea",100
"ROSPA0014","Continental",10.45
"ROSPA0014","Pannonian",89.55
"ROSCI0069","Alpine",52.03
"ROSCI0069","Continental",47.97
"ROSPA0016","Pannonian",100
"ROSCI0403","Continental",100
"ROSCI0173","Continental",100
"ROSPA0036","Steppic",100
"ROSPA0049","Continental",100
"ROSPA0134","Alpine",90.63
"ROSPA0134","Continental",9.37
"ROSCI0028","Alpine",100
"ROSPA0127","Pannonian",100
"ROSCI0157","Black Sea",1.59
"ROSCI0157","Steppic",98.41
"ROSCI0181","Continental",100
"ROSCI0335","Continental",100
"ROSCI0136","Continental",100
"ROSCI0407","Continental",100
"ROSCI0187","Continental",100
"ROSCI0227","Continental",100
"ROSPA0059","Steppic",100
"ROSCI0280","Alpine",100
"ROSCI0355","Alpine",53.53
"ROSCI0355","Continental",46.47
"ROSCI0133","Steppic",100
"ROSPA0124","Continental",100
"ROSCI0002","Alpine",99.34
"ROSCI0002","Continental",0.66
"ROSCI0217","Alpine",100
"ROSCI0100","Continental",100
"ROSCI0208","Alpine",98.67
"ROSCI0208","Continental",1.33
"ROSPA0047","Pannonian",100
"ROSCI0291","Alpine",28.52
"ROSCI0291","Continental",71.48
"ROSPA0040","Steppic",100
"ROSPA0111","Steppic",100
"ROSCI0023","Alpine",100
"ROSCI0094","Marine Black Sea",100
"ROSPA0054","Steppic",100
"ROSPA0141","Continental",100
"ROSPA0058","Continental",100
"ROSPA0147","Alpine",0.99
"ROSPA0147","Continental",99.01
"ROSPA0130","Steppic",100
"ROSCI0376","Continental",100
"ROSCI0272","Continental",100
"ROSCI0199","Continental",100
"ROSCI0117","Continental",100
"FI0500110","Boreal",
"FI0500111","Boreal",
"FI0500113","Boreal",
"FI0500114","Boreal",
"FI0500115","Boreal",
"FI0500116","Boreal",
"FI0500128","Boreal",
"FI0500129","Boreal",
"FI0500130","Boreal",
"FI0500131","Boreal",
"FI0500133","Boreal",
"FI0500135","Boreal",
"FI0500137","Boreal",
"FI0500138","Boreal",
"FI0500140","Boreal",
"FI0500143","Boreal",
"FI0500144","Boreal",
"FI0500145","Boreal",
"FI0500149","Boreal",
"FI0500152","Boreal",
"FI0500154","Boreal",
"FI0500155","Boreal",
"FI0500156","Boreal",
"FI0500158","Boreal",
"FI0500161","Boreal",
"FI0500162","Boreal",
"FI0500163","Boreal",
"FI0500164","Boreal",
"FI0500165","Boreal",
"FI0500166","Boreal",
"FI0500169","Boreal",
"FI0500170","Boreal",
"FI0500171","Boreal",
"FI0500172","Boreal",
"FI0500174","Boreal",
"FI0500175","Boreal",
"FI0500176","Boreal",
"FI0500201","Boreal",
"FI0500202","Boreal",
"FI0500203","Boreal",
"FI0500204","Boreal",
"FI0500205","Boreal",
"FI0500206","Boreal",
"FI0500211","Boreal",
"FI0500220","Boreal",
"FI0500221","Boreal",
"FI0500222","Boreal",
"FI0500230","Boreal",
"FI0500231","Boreal",
"FI0500236","Boreal",
"FI0600001","Boreal",
"FI0600002","Boreal",
"FI0600003","Boreal",
"FI0600004","Boreal",
"FI0600005","Boreal",
"FI0600006","Boreal",
"FI0600007","Boreal",
"FI0600008","Boreal",
"FI0600009","Boreal",
"FI0600010","Boreal",
"FI0600011","Boreal",
"FI0600012","Boreal",
"FI0600013","Boreal",
"FI0600014","Boreal",
"FI0600015","Boreal",
"FI0600016","Boreal",
"FI0600018","Boreal",
"FI0600019","Boreal",
"FI0600020","Boreal",
"FI0600021","Boreal",
"FI0600022","Boreal",
"FI0600023","Boreal",
"FI0600024","Boreal",
"FI0600025","Boreal",
"FI0600026","Boreal",
"FI0600027","Boreal",
"FI0600028","Boreal",
"FI0600029","Boreal",
"FI0600030","Boreal",
"FI0600031","Boreal",
"FI0600032","Boreal",
"FI0600033","Boreal",
"FI0600034","Boreal",
"FI0600035","Boreal",
"FI0600036","Boreal",
"FI0600039","Boreal",
"FI0600040","Boreal",
"FI0600042","Boreal",
"FI0600043","Boreal",
"FI0600049","Boreal",
"FI0600051","Boreal",
"FI0600052","Boreal",
"FI0600053","Boreal",
"FI0600054","Boreal",
"FI0600055","Boreal",
"FI0600056","Boreal",
"FI0600057","Boreal",
"FI0600059","Boreal",
"FI0600060","Boreal",
"FI0600061","Boreal",
"FI0600062","Boreal",
"FI0600063","Boreal",
"FI0600066","Boreal",
"FI0600067","Boreal",
"FI0600068","Boreal",
"FI0600069","Boreal",
"FI0600070","Boreal",
"FI0600071","Boreal",
"FI0600072","Boreal",
"FI0600073","Boreal",
"FI0600074","Boreal",
"FI0600075","Boreal",
"FI0600076","Boreal",
"FI0600077","Boreal",
"FI0600078","Boreal",
"FI0600079","Boreal",
"FI0600080","Boreal",
"FI0600081","Boreal",
"FI0600082","Boreal",
"FI0600084","Boreal",
"FI0600086","Boreal",
"FI0600087","Boreal",
"FI0600088","Boreal",
"FI0600089","Boreal",
"FI0600096","Boreal",
"FI0600099","Boreal",
"FI0600101","Boreal",
"FI0600102","Boreal",
"FI0600103","Boreal",
"FI0600104","Boreal",
"FI0600105","Boreal",
"FI0600106","Boreal",
"FI0600107","Boreal",
"FI0600108","Boreal",
"FI0600109","Boreal",
"FI0600110","Boreal",
"FI0600111","Boreal",
"FI0600112","Boreal",
"FI0600113","Boreal",
"FI0600114","Boreal",
"FI0700001","Boreal",
"FI0700002","Boreal",
"FI0700003","Boreal",
"FI0700004","Boreal",
"FI0700005","Boreal",
"FI0700006","Boreal",
"FI0700007","Boreal",
"FI0700008","Boreal",
"FI0700009","Boreal",
"FI0700010","Boreal",
"FI0700011","Boreal",
"FI0700012","Boreal",
"FI0700013","Boreal",
"FI0700014","Boreal",
"FI0700015","Boreal",
"FI0700016","Boreal",
"FI0700017","Boreal",
"FI0700018","Boreal",
"FI0700019","Boreal",
"FI0700020","Boreal",
"FI0700021","Boreal",
"FI0700022","Boreal",
"FI0700023","Boreal",
"FI0700024","Boreal",
"FI0700025","Boreal",
"FI0700028","Boreal",
"FI0700029","Boreal",
"FI0700030","Boreal",
"FI0700031","Boreal",
"FI0700032","Boreal",
"FI0700033","Boreal",
"FI0700034","Boreal",
"FI0700035","Boreal",
"FI0700036","Boreal",
"FI0700037","Boreal",
"FI0700038","Boreal",
"FI0700039","Boreal",
"FI0700040","Boreal",
"FI0700041","Boreal",
"FI0700042","Boreal",
"FI0700043","Boreal",
"FI0700044","Boreal",
"FI0700045","Boreal",
"FI0700046","Boreal",
"ROSCI0076","Continental",100
"ROSCI0158","Continental",100
"ROSCI0139","Steppic",100
"ROSCI0310","Continental",100
"ROSCI0279","Alpine",100
"ROSCI0050","Continental",96.06
"ROSCI0050","Pannonian",3.94
"ROSPA0033","Alpine",100
"ROSCI0090","Alpine",100
"ROSCI0096","Alpine",100
"ROSPA0125","Alpine",23
"ROSPA0125","Continental",77
"ROSPA0007","Steppic",100
"ROSCI0345","Pannonian",100
"ROSCI0342","Continental",100
"ROSPA0035","Alpine",48.44
"ROSPA0035","Continental",51.56
"ROSCI0364","Continental",100
"ROSCI0392","Continental",100
"ROSCI0349","Pannonian",100
"ROSCI0064","Continental",100
"ROSCI0289","Continental",98.96
"ROSCI0289","Pannonian",1.04
"ROSPA0091","Steppic",100
"ROSPA0095","Pannonian",100
"ROSCI0256","Alpine",100
"ROSPA0070","Steppic",100
"ROSPA0066","Black Sea",22.89
"ROSPA0066","Steppic",77.11
"ROSCI0222","Continental",100
"ROSCI0020","Pannonian",100
"ROSCI0207","Alpine",100
"ROSCI0025","Pannonian",100
"ROSCI0097","Alpine",100
"ROSPA0136","Steppic",100
"ROSCI0176","Continental",100
"ROSCI0087","Alpine",95.29
"ROSCI0087","Continental",4.71
"ROSCI0171","Continental",100
"ROSCI0341","Continental",100
"ROSCI0367","Continental",100
"ROSCI0400","Continental",100
"ROSCI0110","Continental",100
"ROSCI0148","Continental",100
"ROSCI0389","Steppic",100
"ROSCI0298","Continental",100
"ROSCI0244","Alpine",100
"ROSCI0331","Continental",100
"ROSCI0099","Continental",100
"ROSCI0346","Pannonian",100
"ROSPA0027","Alpine",63.24
"ROSPA0027","Continental",36.76
"ROSCI0273","Marine Black Sea",100
"ROSCI0234","Continental",100
"ROSCI0190","Alpine",100
"ROSPA0097","Pannonian",100
"ROSCI0385","Alpine",2.02
"ROSCI0385","Continental",97.98
"ROSCI0315","Steppic",100
"ROSPA0145","Continental",9.94
"ROSPA0145","Steppic",90.06
"ROSCI0391","Continental",100
"ROSCI0347","Continental",100
"ROSPA0126","Pannonian",100
"ROSCI0378","Continental",100
"ROSCI0243","Alpine",100
"ROSPA0119","Steppic",100
"ROSPA0043","Alpine",100
"ROSPA0017","Steppic",100
"ROSPA0009","Steppic",100
"ROSCI0156","Alpine",100
"ROSCI0132","Alpine",12.27
"ROSCI0132","Continental",87.73
"ROSCI0327","Alpine",100
"ROSCI0152","Continental",100
"ROSPA0062","Continental",100
"ROSCI0013","Alpine",100
"ROSCI0219","Alpine",100
"ROSCI0297","Alpine",14.38
"ROSCI0297","Continental",85.62
"ROSPA0024","Continental",100
"ROSCI0081","Continental",100
"ROSCI0194","Alpine",97.76
"ROSCI0194","Continental",2.24
"ROSPA0133","Alpine",100
"ROSPA0065","Steppic",100
"ROSPA0018","Alpine",100
"ROSCI0380","Continental",100
"ROSCI0197","Marine Black Sea",100
"ROSPA0085","Alpine",100
"ROSCI0242","Alpine",100
"ROSCI0226","Continental",100
"ROSCI0213","Continental",32.35
"ROSCI0213","Steppic",67.65
"ROSPA0114","Continental",100
"ROSCI0024","Alpine",100
"ROSPA0146","Continental",100
"ROSCI0251","Alpine",2.24
"ROSCI0251","Continental",97.76
"ROSCI0009","Alpine",36.79
"ROSCI0009","Continental",63.21
"ROSCI0008","Continental",90.07
"ROSCI0008","Pannonian",9.93
"ROSCI0004","Continental",100
"ROSCI0034","Continental",100
"ROSCI0016","Alpine",100
"ROSCI0040","Continental",100
"ROSCI0092","Alpine",95.71
"ROSCI0092","Continental",4.29
"ROSCI0303","Continental",100
"ROSCI0406","Continental",100
"ROSCI0170","Continental",100
"ROSCI0304","Alpine",8.54
"ROSCI0304","Continental",91.46
"ROSCI0192","Continental",100
"ROSCI0123","Steppic",100
"ROSCI0233","Alpine",100
"ROSPA0086","Continental",100
"ROSCI0245","Alpine",100
"ROSCI0334","Continental",100
"ROSCI0188","Alpine",100
"ROSPA0069","Pannonian",100
"ROSCI0218","Continental",28.36
"ROSCI0218","Pannonian",71.64
"ROSPA0039","Steppic",100
"ROSCI0126","Alpine",95.55
"ROSCI0126","Continental",4.45
"ROSCI0354","Continental",100
"ROSCI0299","Continental",100
"ROSCI0105","Steppic",100
"ROSCI0379","Continental",100
"ROSCI0174","Continental",100
"ROSCI0386","Continental",100
"ROSCI0005","Steppic",100
"ROSCI0196","Alpine",100
"ROSCI0269","Marine Black Sea",100
"ROSCI0042","Continental",100
"ROSCI0374","Alpine",0.99
"ROSCI0374","Continental",99.01
"ROSCI0120","Alpine",85.12
"ROSCI0120","Continental",14.88
"ROSCI0290","Continental",27.9
"ROSCI0290","Steppic",72.1
"ROSCI0399","Continental",100
"ROSPA0031","Black Sea",44.74
"ROSPA0031","Steppic",55.26
"ROSPA0142","Pannonian",100
"ROSPA0045","Alpine",95.15
"ROSPA0045","Continental",4.85
"ROSCI0191","Steppic",100
"FI0700047","Boreal",
"FI0700048","Boreal",
"FI0700049","Boreal",
"FI0700050","Boreal",
"FI0700051","Boreal",
"FI0700052","Boreal",
"FI0700053","Boreal",
"FI0700054","Boreal",
"FI0700055","Boreal",
"FI0700056","Boreal",
"FI0700057","Boreal",
"FI0700058","Boreal",
"FI0700059","Boreal",
"FI0700060","Boreal",
"FI0336004","Boreal",
"FI0336005","Boreal",
"FI0336006","Boreal",
"FI0336007","Boreal",
"FI0336008","Boreal",
"FI0337002","Boreal",
"FI0338003","Boreal",
"FI0338004","Boreal",
"FI0338005","Boreal",
"FI0339001","Boreal",
"FI0339002","Boreal",
"FI0339004","Boreal",
"FI0339005","Boreal",
"FI0339007","Boreal",
"FI0339008","Boreal",
"FI0339009","Boreal",
"FI0341001","Boreal",
"FI0341002","Boreal",
"FI0341003","Boreal",
"FI0341004","Boreal",
"FI0341008","Boreal",
"FI0341009","Boreal",
"FI0341010","Boreal",
"FI0341011","Boreal",
"FI0341012","Boreal",
"FI0341015","Boreal",
"FI0341017","Boreal",
"FI0341018","Boreal",
"FI0342001","Boreal",
"FI0344001","Boreal",
"FI0344002","Boreal",
"FI0344003","Boreal",
"FI0344005","Boreal",
"FI0344006","Boreal",
"FI0344007","Boreal",
"FI0344008","Boreal",
"FI0345001","Boreal",
"FI0345003","Boreal",
"FI0345004","Boreal",
"FI0345005","Boreal",
"FI0346001","Boreal",
"FI0347001","Boreal",
"FI0348001","Boreal",
"FI0348002","Boreal",
"FI0348003","Boreal",
"FI0349001","Boreal",
"FI0349004","Boreal",
"FI0349006","Boreal",
"FI0349007","Boreal",
"FI0349008","Boreal",
"FI0350001","Boreal",
"FI0350002","Boreal",
"FI0350004","Boreal",
"FI0350005","Boreal",
"FI0351001","Boreal",
"FI0351003","Boreal",
"FI0351004","Boreal",
"FI0351005","Boreal",
"FI0351006","Boreal",
"FI0353001","Boreal",
"FI0353002","Boreal",
"FI0354001","Boreal",
"FI0354002","Boreal",
"FI0354003","Boreal",
"FI0354004","Boreal",
"FI0355001","Boreal",
"FI0355002","Boreal",
"FI0355004","Boreal",
"FI0355005","Boreal",
"FI0355006","Boreal",
"FI0355007","Boreal",
"FI0355008","Boreal",
"FI0355009","Boreal",
"FI0355010","Boreal",
"FI0355011","Boreal",
"FI0356001","Boreal",
"FI0356002","Boreal",
"FI0356003","Boreal",
"FI0356004","Boreal",
"FI0356005","Boreal",
